                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     87,                0.79258,                0.66799,                  1.164,                0.86867,                 0.7249,                 1.1796,                0.75131,                0.70104,                0.77223,                0.45194,                  1.362,                0.96896,                 1.6359,                  1.404,                 1.0258,                 1.6344,             0.00031345,             0.00031345,             0.00031345
                     88,                0.78662,                0.64125,                 1.1383,                 0.8646,                0.69874,                 1.1509,                0.74154,                0.70027,                0.75192,                0.44302,                 1.3719,                 1.0465,                 1.6212,                 1.4234,                 1.1147,                 1.6237,             0.00030873,             0.00030873,             0.00030873
                     89,                0.79362,                 0.6346,                 1.1558,                0.86837,                0.67995,                 1.1705,                0.78495,                0.68355,                0.76411,                0.43469,                 1.3712,                 1.0223,                 1.6281,                 1.4312,                 1.0919,                 1.6382,             0.00030402,             0.00030402,             0.00030402
                     90,                0.75957,                0.64018,                 1.1296,                 0.8399,                0.69655,                 1.1503,                0.76712,                0.71525,                0.77777,                 0.4538,                  1.348,                 0.9847,                 1.6188,                 1.3981,                 1.0259,                 1.6191,             0.00029931,             0.00029931,             0.00029931
                     91,                0.77616,                0.63886,                 1.1377,                 0.8558,                0.70246,                 1.1563,                  0.727,                0.72124,                0.76848,                0.44534,                 1.3742,                  1.006,                  1.655,                 1.4275,                 1.0807,                 1.6547,              0.0002946,              0.0002946,              0.0002946
                     92,                0.78009,                0.63957,                 1.1429,                0.85875,                0.68844,                 1.1639,                0.74928,                0.70033,                 0.7655,                0.44288,                 1.3707,                 1.0226,                 1.6303,                 1.4136,                 1.0945,                 1.6227,             0.00028988,             0.00028988,             0.00028988
                     93,                0.77752,                0.63862,                 1.1423,                0.86642,                0.69346,                 1.1614,                0.74214,                0.71213,                 0.7617,                0.43997,                  1.381,                 1.0146,                 1.6641,                 1.4245,                 1.0862,                 1.6562,             0.00028517,             0.00028517,             0.00028517
                     94,                 0.7593,                0.63168,                  1.134,                0.83632,                 0.6742,                  1.155,                0.74724,                0.69215,                0.75529,                0.43799,                 1.4014,                 1.0332,                 1.6683,                 1.4382,                 1.1113,                 1.6592,             0.00028046,             0.00028046,             0.00028046
                     95,                 0.7523,                0.60957,                 1.1284,                 0.8337,                0.64213,                 1.1476,                0.75785,                0.69265,                0.75489,                 0.4384,                 1.3896,                 1.0525,                 1.6407,                 1.4421,                 1.1437,                 1.6384,             0.00027575,             0.00027575,             0.00027575
                     96,                0.76724,                0.64601,                 1.1506,                0.84607,                0.70667,                 1.1733,                0.75316,                0.69584,                 0.7621,                0.43829,                 1.3902,                0.99637,                 1.6572,                 1.4341,                 1.0673,                 1.6496,             0.00027103,             0.00027103,             0.00027103
                     97,                0.74826,                0.61506,                 1.1256,                0.82193,                 0.6579,                  1.147,                0.77245,                0.69401,                0.77912,                0.44756,                 1.4177,                0.98781,                 1.6807,                 1.4565,                  1.059,                 1.6845,             0.00026632,             0.00026632,             0.00026632
